cone_number,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability
19.00,42.41,21.87,12.12,6.73,7.07,68.00,14.00,1.00,6.00,4.00,1.00,0.52,3.00,37.00,24.00,0.65
19.00,43.77,23.02,9.22,7.81,7.64,67.00,9.00,1.00,6.00,4.00,1.00,0.53,3.00,38.00,29.00,0.76
43.00,45.56,23.09,9.36,8.30,7.69,72.00,11.00,1.00,6.00,4.00,2.00,0.51,2.00,25.00,23.00,0.92
43.00,37.58,20.77,9.96,6.10,6.58,81.00,9.00,1.00,6.00,4.00,2.00,0.55,3.00,26.00,21.00,0.81
43.00,47.60,23.08,7.38,7.97,8.27,66.00,11.00,1.00,6.00,4.00,2.00,0.48,3.00,36.00,28.00,0.78
43.00,47.78,25.72,11.76,8.47,8.18,85.00,9.00,1.00,6.00,4.00,2.00,0.54,2.00,37.00,34.00,0.92
43.00,53.40,26.14,10.04,9.52,8.82,77.00,8.00,1.00,6.00,4.00,2.00,0.49,3.00,41.00,37.00,0.90
52.00,41.40,23.75,7.25,9.03,9.58,63.00,7.00,2.00,4.00,2.00,1.00,0.57,4.00,0.00,0.00,0.00
52.00,33.50,17.77,7.17,6.67,7.33,51.00,11.00,1.00,6.00,4.00,1.00,0.53,4.00,21.00,19.00,0.90
52.00,35.45,20.36,8.33,7.69,7.51,62.00,10.00,1.00,8.00,4.00,1.00,0.57,4.00,27.00,24.00,0.89
52.00,36.48,19.61,7.27,7.41,7.61,59.00,6.00,1.00,7.00,4.00,1.00,0.54,4.00,34.00,28.00,0.82
52.00,38.35,21.88,8.22,7.78,7.77,62.00,7.00,1.00,8.00,2.00,1.00,0.57,4.00,35.00,34.00,0.97
34.00,51.67,24.61,11.58,7.56,8.65,76.00,6.00,1.00,7.00,4.00,3.00,0.48,3.00,41.00,39.00,0.95
34.00,51.08,24.72,12.03,7.42,6.92,70.00,7.00,1.00,7.00,4.00,3.00,0.48,3.00,42.00,39.00,0.93
34.00,55.81,24.41,9.40,7.32,7.57,74.00,7.00,1.00,7.00,4.00,3.00,0.44,3.00,46.00,43.00,0.93
34.00,46.97,23.63,10.59,7.10,7.24,72.00,6.00,1.00,8.00,6.00,2.00,0.50,4.00,49.00,46.00,0.94
34.00,59.81,28.05,12.27,7.09,8.10,84.00,6.00,1.00,8.00,6.00,3.00,0.47,3.00,64.00,56.00,0.88
46.00,48.87,21.67,9.58,5.25,7.36,71.00,6.00,1.00,7.00,4.00,3.00,0.44,1.00,0.00,0.00,0.00
46.00,49.44,21.46,7.43,7.28,6.88,62.00,9.00,1.00,6.00,4.00,3.00,0.43,2.00,22.00,18.00,0.82
46.00,53.88,23.33,8.93,7.37,8.37,64.00,7.00,1.00,7.00,4.00,3.00,0.43,3.00,39.00,38.00,0.97
46.00,51.88,24.72,8.38,7.01,7.26,79.00,7.00,1.00,6.00,4.00,3.00,0.48,4.00,45.00,40.00,0.89
46.00,54.87,25.84,8.27,8.64,8.27,82.00,6.00,1.00,6.00,4.00,3.00,0.47,4.00,47.00,41.00,0.87
24.00,32.86,18.89,9.85,6.87,5.51,48.00,14.00,1.00,7.00,4.00,3.00,0.57,3.00,21.00,18.00,0.86
24.00,37.68,20.62,9.24,6.91,7.52,66.00,9.00,1.00,8.00,4.00,3.00,0.55,3.00,23.00,20.00,0.87
24.00,33.74,19.87,9.46,7.12,6.47,62.00,12.00,1.00,6.00,4.00,3.00,0.59,3.00,25.00,18.00,0.72
24.00,41.22,22.54,8.14,7.21,8.07,63.00,8.00,1.00,6.00,2.00,3.00,0.55,4.00,30.00,27.00,0.90
24.00,43.36,22.56,8.95,7.16,7.32,58.00,9.00,1.00,8.00,4.00,3.00,0.52,3.00,39.00,31.00,0.79
34.00,41.64,19.48,10.65,7.73,7.19,64.00,6.00,1.00,6.00,4.00,3.00,0.47,2.00,0.00,0.00,0.00
34.00,36.52,20.54,7.69,7.61,7.36,52.00,4.00,1.00,6.00,4.00,3.00,0.56,1.00,0.00,0.00,0.00
34.00,46.76,23.09,9.68,8.87,8.07,60.00,8.00,1.00,8.00,6.00,3.00,0.49,1.00,0.00,0.00,0.00
34.00,44.74,23.88,9.85,7.81,6.72,65.00,15.00,1.00,8.00,6.00,3.00,0.53,2.00,0.00,0.00,0.00
34.00,48.35,23.63,8.84,8.71,8.55,68.00,7.00,1.00,7.00,4.00,3.00,0.49,2.00,26.00,21.00,0.81
10.00,46.04,21.53,7.09,6.72,8.04,66.00,6.00,1.00,6.00,4.00,3.00,0.47,2.00,29.00,28.00,0.97
10.00,53.13,24.41,7.31,8.00,7.98,71.00,9.00,1.00,7.00,4.00,3.00,0.46,4.00,35.00,33.00,0.94
10.00,48.02,23.75,8.96,7.42,7.16,70.00,7.00,1.00,5.00,2.00,3.00,0.49,4.00,36.00,34.00,0.94
10.00,51.59,24.61,8.31,7.69,7.79,74.00,7.00,1.00,7.00,4.00,3.00,0.48,3.00,39.00,37.00,0.95
10.00,52.19,25.10,8.61,7.69,6.95,67.00,7.00,1.00,7.00,4.00,3.00,0.48,3.00,39.00,37.00,0.95
48.00,53.71,24.96,9.75,9.45,9.09,62.00,10.00,1.00,7.00,6.00,3.00,0.46,3.00,33.00,31.00,0.94
48.00,49.45,22.56,9.94,7.08,7.04,59.00,10.00,1.00,7.00,6.00,3.00,0.46,2.00,35.00,34.00,0.97
48.00,49.99,22.20,10.37,8.88,8.39,58.00,9.00,1.00,7.00,4.00,3.00,0.44,4.00,36.00,34.00,0.94
48.00,49.22,22.84,8.42,8.60,8.06,60.00,10.00,1.00,7.00,4.00,3.00,0.46,3.00,36.00,35.00,0.97
48.00,58.60,25.57,8.16,9.35,9.01,58.00,12.00,1.00,7.00,4.00,3.00,0.44,3.00,45.00,44.00,0.98
14.00,42.66,18.59,9.36,7.63,7.81,56.00,13.00,1.00,7.00,4.00,2.00,0.44,3.00,11.00,11.00,1.00
14.00,46.99,22.00,8.71,9.40,8.38,62.00,10.00,1.00,7.00,4.00,2.00,0.47,3.00,18.00,14.00,0.78
14.00,45.21,22.13,10.00,7.25,8.15,65.00,14.00,1.00,7.00,4.00,2.00,0.49,4.00,22.00,20.00,0.91
14.00,48.02,22.85,9.23,8.38,9.15,61.00,7.00,1.00,6.00,4.00,2.00,0.48,4.00,24.00,22.00,0.92
14.00,49.52,24.92,9.24,8.58,10.13,62.00,11.00,1.00,6.00,4.00,2.00,0.50,4.00,35.00,30.00,0.86
59.00,42.72,23.43,8.37,8.67,7.95,70.00,5.00,1.00,6.00,4.00,1.00,0.55,4.00,20.00,18.00,0.90
59.00,41.53,22.35,9.15,6.63,6.98,74.00,4.00,1.00,6.00,4.00,1.00,0.54,3.00,37.00,34.00,0.92
59.00,43.37,25.23,9.38,7.87,7.83,79.00,6.00,1.00,6.00,4.00,2.00,0.58,3.00,43.00,39.00,0.91
59.00,49.67,24.46,8.35,8.20,6.66,77.00,5.00,1.00,6.00,4.00,2.00,0.49,4.00,45.00,40.00,0.89
59.00,47.44,25.17,9.59,7.55,7.33,82.00,5.00,1.00,6.00,4.00,2.00,0.53,4.00,45.00,39.00,0.87
46.00,38.50,18.85,9.48,5.25,5.93,67.00,15.00,1.00,5.00,2.00,2.00,0.49,2.00,23.00,21.00,0.91
46.00,36.37,18.47,8.85,5.73,6.26,64.00,11.00,1.00,6.00,4.00,2.00,0.51,3.00,28.00,23.00,0.82
46.00,51.97,25.12,10.63,6.20,7.03,87.00,8.00,1.00,6.00,4.00,3.00,0.48,3.00,38.00,35.00,0.92
46.00,45.03,21.49,10.97,5.94,6.59,80.00,5.00,1.00,6.00,2.00,2.00,0.48,4.00,39.00,35.00,0.90
46.00,53.25,25.20,10.52,7.95,7.17,93.00,6.00,1.00,6.00,4.00,3.00,0.47,3.00,44.00,41.00,0.93
6.00,39.90,19.37,8.36,6.82,6.97,59.00,16.00,1.00,7.00,6.00,3.00,0.49,2.00,11.00,10.00,0.91
6.00,49.43,24.17,8.38,8.09,7.69,80.00,9.00,1.00,7.00,6.00,3.00,0.49,2.00,14.00,14.00,1.00
6.00,48.03,23.06,8.14,7.48,7.68,82.00,11.00,1.00,7.00,6.00,3.00,0.48,2.00,17.00,11.00,0.65
6.00,49.51,24.15,10.90,7.97,7.38,82.00,12.00,1.00,7.00,6.00,3.00,0.49,2.00,22.00,22.00,1.00
23.00,38.98,19.95,8.60,7.10,7.28,61.00,15.00,1.00,7.00,4.00,3.00,0.51,2.00,5.00,5.00,1.00
23.00,43.91,20.72,8.32,8.48,6.93,63.00,6.00,1.00,5.00,2.00,4.00,0.47,3.00,22.00,18.00,0.82
23.00,39.68,18.79,7.86,7.74,8.25,65.00,9.00,1.00,6.00,4.00,3.00,0.47,4.00,23.00,22.00,0.96
23.00,46.50,19.48,7.45,8.28,7.83,60.00,4.00,1.00,7.00,4.00,4.00,0.42,3.00,24.00,23.00,0.96
23.00,44.91,20.59,7.66,7.28,7.02,60.00,5.00,1.00,5.00,2.00,4.00,0.46,3.00,26.00,23.00,0.88
66.00,52.12,27.62,12.27,9.48,9.77,67.00,9.00,2.00,6.00,6.00,3.00,0.53,4.00,30.00,21.00,0.70
66.00,58.43,27.66,12.38,9.34,9.42,73.00,11.00,1.00,6.00,2.00,3.00,0.47,3.00,38.00,33.00,0.87
66.00,60.42,29.07,11.72,10.31,9.05,76.00,10.00,2.00,5.00,4.00,3.00,0.48,4.00,43.00,28.00,0.65
66.00,61.74,30.28,16.27,10.43,10.74,79.00,10.00,1.00,6.00,2.00,3.00,0.49,3.00,45.00,30.00,0.67
66.00,64.51,31.34,14.29,11.61,10.79,69.00,10.00,1.00,6.00,4.00,3.00,0.49,3.00,53.00,31.00,0.58
139.00,51.38,25.25,10.40,7.55,8.10,72.00,9.00,1.00,7.00,4.00,4.00,0.49,3.00,27.00,26.00,0.96
139.00,49.64,25.26,13.63,8.79,8.45,80.00,11.00,1.00,7.00,4.00,4.00,0.51,3.00,27.00,25.00,0.93
139.00,53.13,29.53,12.34,8.92,9.26,80.00,10.00,1.00,7.00,4.00,4.00,0.56,4.00,27.00,25.00,0.93
139.00,51.67,26.03,11.71,8.45,7.90,79.00,13.00,1.00,7.00,4.00,4.00,0.50,3.00,29.00,29.00,1.00
139.00,52.32,27.31,12.15,8.41,7.94,80.00,11.00,1.00,7.00,4.00,4.00,0.52,3.00,35.00,34.00,0.97
20.00,44.26,20.61,8.32,6.86,5.95,72.00,8.00,1.00,6.00,4.00,3.00,0.47,2.00,13.00,11.00,0.85
20.00,45.84,20.25,7.85,7.22,6.49,64.00,8.00,1.00,6.00,4.00,2.00,0.44,2.00,21.00,18.00,0.86
20.00,45.29,20.39,8.32,6.52,5.58,72.00,14.00,1.00,6.00,4.00,2.00,0.45,2.00,24.00,20.00,0.83
20.00,47.21,22.78,7.64,6.66,6.70,74.00,8.00,1.00,5.00,2.00,3.00,0.48,2.00,25.00,21.00,0.84
20.00,48.57,20.79,10.00,8.11,6.44,80.00,7.00,1.00,5.00,2.00,3.00,0.43,2.00,31.00,27.00,0.87
57.00,36.46,19.23,7.14,7.38,7.08,61.00,5.00,2.00,5.00,4.00,1.00,0.53,4.00,19.00,18.00,0.95
57.00,32.68,16.42,4.82,6.67,5.65,59.00,6.00,1.00,6.00,4.00,1.00,0.50,3.00,20.00,19.00,0.95
57.00,39.90,19.99,6.79,7.19,6.78,67.00,6.00,2.00,6.00,6.00,1.00,0.50,4.00,24.00,21.00,0.88
57.00,38.21,19.18,6.04,6.61,6.29,65.00,6.00,2.00,5.00,4.00,1.00,0.50,3.00,26.00,23.00,0.88
57.00,38.50,19.42,7.02,7.26,6.39,65.00,7.00,1.00,5.00,2.00,1.00,0.50,4.00,30.00,26.00,0.87
77.00,42.08,26.18,8.49,7.53,6.04,80.00,21.00,1.00,6.00,4.00,2.00,0.62,4.00,19.00,14.00,0.74
77.00,48.11,26.91,10.06,8.02,6.67,92.00,12.00,1.00,7.00,4.00,2.00,0.56,4.00,25.00,18.00,0.72
77.00,47.86,27.15,12.19,9.00,7.48,83.00,18.00,1.00,6.00,4.00,2.00,0.57,4.00,30.00,9.00,0.30
77.00,46.41,24.54,10.70,8.27,7.75,80.00,11.00,1.00,6.00,4.00,2.00,0.53,4.00,38.00,16.00,0.42
77.00,50.00,27.17,7.36,9.10,8.52,83.00,8.00,1.00,7.00,6.00,2.00,0.54,4.00,42.00,24.00,0.57
52.00,49.13,21.53,10.42,7.45,7.39,84.00,10.00,1.00,6.00,4.00,3.00,0.44,3.00,36.00,33.00,0.92
52.00,56.82,24.63,8.54,8.67,8.50,84.00,10.00,1.00,7.00,4.00,3.00,0.43,2.00,43.00,39.00,0.91
52.00,55.68,23.87,10.91,8.45,7.02,81.00,8.00,1.00,7.00,4.00,3.00,0.43,3.00,44.00,35.00,0.80
52.00,51.73,24.45,9.56,8.74,8.08,84.00,10.00,1.00,7.00,4.00,3.00,0.47,4.00,49.00,47.00,0.96
52.00,58.98,26.22,10.16,8.58,8.30,87.00,8.00,1.00,7.00,4.00,3.00,0.44,3.00,52.00,45.00,0.87
40.00,49.43,22.41,7.70,9.72,9.38,60.00,11.00,1.00,6.00,4.00,2.00,0.45,1.00,0.00,0.00,0.00
40.00,43.91,21.92,8.50,6.82,6.85,71.00,10.00,1.00,6.00,4.00,2.00,0.50,1.00,0.00,0.00,0.00
40.00,40.94,21.02,9.66,8.79,8.13,55.00,10.00,1.00,6.00,4.00,2.00,0.51,1.00,0.00,0.00,0.00
40.00,44.36,23.11,8.42,8.91,8.42,72.00,11.00,1.00,6.00,4.00,2.00,0.52,1.00,0.00,0.00,0.00
40.00,46.82,23.11,10.41,7.99,7.33,70.00,11.00,1.00,7.00,4.00,2.00,0.49,1.00,0.00,0.00,0.00
103.00,44.01,22.07,11.62,6.47,7.47,72.00,10.00,1.00,8.00,4.00,2.00,0.50,3.00,25.00,17.00,0.68
103.00,39.77,19.88,12.49,6.97,6.42,74.00,8.00,1.00,8.00,2.00,2.00,0.50,2.00,30.00,28.00,0.93
103.00,42.41,21.10,11.44,6.90,7.22,72.00,12.00,1.00,8.00,4.00,2.00,0.50,2.00,30.00,29.00,0.97
103.00,45.54,20.93,12.54,6.01,7.99,76.00,15.00,1.00,8.00,4.00,2.00,0.46,3.00,35.00,35.00,1.00
103.00,48.81,22.87,12.94,7.58,7.84,71.00,15.00,1.00,8.00,6.00,2.00,0.47,4.00,41.00,28.00,0.68
65.00,32.11,17.52,8.72,5.52,5.22,58.00,8.00,1.00,6.00,4.00,2.00,0.55,2.00,0.00,0.00,0.00
65.00,32.14,17.54,8.28,5.63,5.09,61.00,9.00,1.00,7.00,4.00,2.00,0.55,3.00,13.00,13.00,1.00
65.00,33.39,18.25,9.45,7.03,6.00,52.00,12.00,1.00,6.00,4.00,2.00,0.55,2.00,15.00,12.00,0.80
65.00,35.54,18.33,8.14,6.28,5.11,62.00,11.00,1.00,6.00,4.00,2.00,0.52,3.00,20.00,18.00,0.90
65.00,39.13,19.61,10.44,5.69,5.48,78.00,7.00,1.00,7.00,4.00,2.00,0.50,3.00,23.00,18.00,0.78
52.00,52.11,20.97,11.07,9.27,9.76,52.00,10.00,1.00,6.00,4.00,1.00,0.40,2.00,8.00,8.00,1.00
52.00,61.57,22.79,10.18,10.17,11.31,56.00,8.00,1.00,6.00,4.00,1.00,0.37,4.00,20.00,19.00,0.95
52.00,56.16,24.28,14.40,9.61,9.12,69.00,11.00,1.00,6.00,4.00,1.00,0.43,4.00,31.00,28.00,0.90
52.00,66.74,26.67,13.75,10.72,9.93,74.00,7.00,1.00,6.00,4.00,1.00,0.40,4.00,36.00,31.00,0.86
52.00,62.58,23.76,13.12,8.09,8.92,68.00,10.00,1.00,6.00,4.00,1.00,0.38,4.00,37.00,35.00,0.95
96.00,50.89,23.67,8.40,7.93,7.79,66.00,9.00,1.00,7.00,4.00,4.00,0.47,4.00,29.00,26.00,0.90
96.00,53.79,26.84,7.92,7.45,8.54,65.00,6.00,1.00,5.00,2.00,4.00,0.50,4.00,31.00,26.00,0.84
96.00,51.51,25.50,8.86,8.57,9.17,67.00,7.00,1.00,6.00,2.00,4.00,0.50,4.00,32.00,29.00,0.91
96.00,63.49,32.67,8.09,8.74,9.28,86.00,8.00,1.00,7.00,6.00,4.00,0.51,4.00,48.00,38.00,0.79
96.00,58.25,29.64,10.10,7.62,8.93,79.00,8.00,1.00,7.00,6.00,4.00,0.51,4.00,51.00,41.00,0.80
29.00,44.20,21.03,10.62,8.28,8.77,62.00,10.00,1.00,6.00,4.00,2.00,0.48,2.00,16.00,13.00,0.81
29.00,49.55,23.72,9.18,9.96,9.34,65.00,8.00,1.00,5.00,2.00,3.00,0.48,2.00,17.00,14.00,0.82
29.00,45.99,22.70,11.07,8.17,8.56,67.00,9.00,1.00,7.00,4.00,2.00,0.49,2.00,20.00,16.00,0.80
29.00,44.61,21.68,11.81,8.36,7.24,65.00,8.00,1.00,7.00,4.00,2.00,0.49,2.00,25.00,22.00,0.88
29.00,47.66,22.89,13.03,9.69,9.12,65.00,13.00,1.00,7.00,4.00,3.00,0.48,2.00,31.00,28.00,0.90
22.00,37.48,20.14,10.60,6.68,7.31,74.00,15.00,1.00,6.00,4.00,3.00,0.54,4.00,33.00,30.00,0.91
22.00,44.07,23.25,10.21,6.35,7.80,76.00,12.00,1.00,7.00,4.00,3.00,0.53,4.00,33.00,28.00,0.85
22.00,36.85,19.92,9.22,5.58,6.59,61.00,14.00,1.00,7.00,4.00,3.00,0.54,4.00,33.00,31.00,0.94
22.00,46.38,23.38,12.46,6.73,7.57,77.00,12.00,1.00,7.00,4.00,3.00,0.50,4.00,35.00,30.00,0.86
22.00,40.97,20.78,8.60,6.83,7.16,61.00,11.00,1.00,6.00,4.00,3.00,0.51,4.00,37.00,32.00,0.86
19.00,51.06,19.34,8.04,7.77,7.75,62.00,7.00,1.00,8.00,4.00,1.00,0.38,4.00,23.00,21.00,0.91
19.00,50.85,19.87,9.43,7.14,8.31,64.00,10.00,1.00,7.00,4.00,1.00,0.39,4.00,33.00,25.00,0.76
19.00,55.42,23.92,10.66,8.75,9.05,70.00,10.00,1.00,8.00,6.00,1.00,0.43,4.00,35.00,32.00,0.91
19.00,53.82,21.95,11.22,6.47,7.59,71.00,9.00,1.00,8.00,4.00,1.00,0.41,4.00,36.00,34.00,0.94
19.00,57.42,22.92,10.03,8.59,8.55,66.00,10.00,1.00,8.00,4.00,1.00,0.40,4.00,42.00,41.00,0.98
68.00,49.71,26.46,8.00,10.37,7.42,70.00,14.00,2.00,6.00,4.00,2.00,0.53,3.00,35.00,34.00,0.97
68.00,54.08,28.15,9.15,10.80,9.37,67.00,9.00,1.00,6.00,4.00,2.00,0.52,4.00,36.00,32.00,0.89
68.00,54.77,28.78,10.10,9.34,8.22,70.00,10.00,1.00,8.00,4.00,2.00,0.53,4.00,36.00,31.00,0.86
68.00,54.56,29.88,8.38,10.52,9.19,72.00,6.00,1.00,7.00,4.00,2.00,0.55,4.00,40.00,37.00,0.93
68.00,54.57,29.12,7.70,9.55,8.57,80.00,10.00,1.00,6.00,6.00,2.00,0.53,4.00,58.00,53.00,0.91
4.00,51.27,24.97,6.90,7.14,6.76,76.00,16.00,1.00,6.00,4.00,3.00,0.49,4.00,35.00,32.00,0.91
4.00,50.07,25.22,8.79,7.80,6.86,78.00,8.00,1.00,6.00,4.00,3.00,0.50,4.00,38.00,36.00,0.95
4.00,51.61,25.21,8.12,6.79,6.52,83.00,7.00,1.00,6.00,4.00,3.00,0.49,4.00,43.00,40.00,0.93
4.00,56.41,26.97,8.37,7.54,6.62,83.00,8.00,1.00,6.00,4.00,3.00,0.48,4.00,47.00,45.00,0.96
16.00,48.96,21.34,7.88,7.13,6.61,74.00,6.00,1.00,7.00,2.00,3.00,0.44,4.00,28.00,27.00,0.96
16.00,49.34,22.50,8.77,7.13,7.07,88.00,6.00,1.00,6.00,2.00,2.00,0.46,4.00,39.00,35.00,0.90
16.00,48.12,23.35,8.72,6.26,6.17,82.00,7.00,1.00,6.00,2.00,3.00,0.49,4.00,41.00,31.00,0.76
16.00,43.31,20.58,8.26,6.00,5.73,88.00,7.00,1.00,7.00,2.00,3.00,0.48,4.00,44.00,33.00,0.75
16.00,48.72,22.33,8.73,6.68,5.97,83.00,8.00,1.00,7.00,4.00,3.00,0.46,4.00,45.00,40.00,0.89
47.00,56.88,26.76,8.96,8.91,8.03,72.00,9.00,2.00,5.00,6.00,2.00,0.47,4.00,33.00,33.00,1.00
47.00,59.49,27.83,10.86,9.17,8.62,73.00,7.00,1.00,7.00,4.00,2.00,0.47,3.00,34.00,32.00,0.94
47.00,59.47,27.33,12.26,8.45,7.95,87.00,10.00,1.00,6.00,4.00,2.00,0.46,4.00,35.00,33.00,0.94
47.00,45.67,20.83,9.18,7.03,6.51,75.00,7.00,1.00,6.00,4.00,2.00,0.46,3.00,36.00,32.00,0.89
47.00,61.77,27.94,11.60,8.89,7.84,85.00,9.00,1.00,6.00,4.00,2.00,0.45,4.00,46.00,43.00,0.93
86.00,52.96,24.21,10.97,8.46,9.28,66.00,10.00,1.00,5.00,2.00,2.00,0.46,2.00,2.00,1.00,0.50
86.00,51.75,27.07,11.48,7.77,9.32,68.00,8.00,1.00,8.00,4.00,2.00,0.52,2.00,8.00,4.00,0.50
86.00,65.15,30.53,10.36,10.07,9.94,65.00,14.00,2.00,6.00,6.00,2.00,0.47,4.00,39.00,30.00,0.77
86.00,70.04,31.82,11.55,10.67,11.27,80.00,12.00,1.00,7.00,4.00,2.00,0.45,4.00,42.00,36.00,0.86
86.00,69.47,31.11,11.27,9.88,12.11,75.00,10.00,2.00,6.00,6.00,2.00,0.45,4.00,44.00,42.00,0.95
24.00,35.78,18.54,9.25,5.73,6.29,48.00,9.00,1.00,6.00,4.00,2.00,0.52,4.00,24.00,22.00,0.92
24.00,36.85,19.52,8.74,8.05,7.25,50.00,9.00,1.00,7.00,4.00,2.00,0.53,3.00,25.00,23.00,0.92
24.00,42.12,21.53,10.64,8.44,7.23,61.00,9.00,1.00,7.00,4.00,2.00,0.51,4.00,27.00,27.00,1.00
24.00,39.13,22.68,12.97,8.09,7.83,66.00,7.00,1.00,7.00,4.00,2.00,0.58,4.00,30.00,30.00,1.00
24.00,35.83,19.10,9.31,8.13,7.61,50.00,9.00,1.00,8.00,4.00,2.00,0.53,4.00,31.00,31.00,1.00
69.00,33.42,18.48,8.80,7.43,6.98,52.00,8.00,1.00,8.00,4.00,1.00,0.55,3.00,23.00,19.00,0.83
69.00,41.72,21.55,11.23,7.37,7.71,64.00,12.00,1.00,7.00,4.00,2.00,0.52,3.00,24.00,22.00,0.92
69.00,40.22,22.02,10.10,7.28,8.25,65.00,10.00,1.00,7.00,4.00,2.00,0.55,4.00,28.00,23.00,0.82
69.00,37.03,20.26,9.48,6.73,8.03,58.00,9.00,1.00,8.00,4.00,1.00,0.55,4.00,28.00,25.00,0.89
69.00,42.70,21.28,10.87,8.23,7.90,60.00,8.00,1.00,7.00,4.00,2.00,0.50,3.00,34.00,28.00,0.82
32.00,43.73,20.92,9.46,6.68,6.66,78.00,8.00,1.00,7.00,4.00,2.00,0.48,2.00,16.00,10.00,0.63
32.00,44.72,20.33,10.25,7.73,6.74,75.00,12.00,1.00,7.00,4.00,2.00,0.45,2.00,20.00,16.00,0.80
32.00,49.66,21.87,10.46,6.92,7.65,76.00,9.00,1.00,7.00,4.00,2.00,0.44,3.00,31.00,23.00,0.74
32.00,53.96,23.76,11.57,7.39,7.20,97.00,10.00,1.00,7.00,4.00,2.00,0.44,3.00,40.00,36.00,0.90
32.00,48.65,21.94,9.87,6.34,6.52,84.00,9.00,1.00,7.00,4.00,2.00,0.45,3.00,46.00,41.00,0.89
47.00,46.94,21.62,6.80,10.10,8.25,59.00,8.00,1.00,6.00,4.00,1.00,0.46,4.00,23.00,19.00,0.83
47.00,50.14,24.80,9.03,8.95,8.44,65.00,13.00,1.00,6.00,4.00,1.00,0.49,2.00,26.00,17.00,0.65
47.00,44.48,22.22,7.77,9.54,8.01,56.00,11.00,1.00,6.00,4.00,1.00,0.50,4.00,30.00,26.00,0.87
47.00,49.17,22.26,6.82,10.00,8.89,72.00,9.00,1.00,7.00,4.00,1.00,0.45,4.00,31.00,23.00,0.74
47.00,48.23,22.42,7.74,9.60,8.31,62.00,11.00,1.00,7.00,4.00,1.00,0.46,54.00,35.00,24.00,0.69
30.00,33.19,17.38,9.39,6.90,6.19,63.00,11.00,1.00,5.00,2.00,2.00,0.52,1.00,0.00,0.00,0.00
30.00,37.87,20.86,8.38,7.26,7.12,57.00,14.00,1.00,6.00,4.00,3.00,0.55,2.00,15.00,13.00,0.87
30.00,35.79,20.50,8.07,7.22,7.24,56.00,14.00,1.00,6.00,4.00,2.00,0.57,2.00,17.00,16.00,0.94
30.00,35.40,20.51,6.50,7.15,6.50,64.00,10.00,1.00,6.00,4.00,3.00,0.58,2.00,20.00,18.00,0.90
30.00,40.77,21.39,8.44,7.52,6.21,69.00,12.00,1.00,6.00,4.00,3.00,0.52,3.00,26.00,23.00,0.88
10.00,52.88,22.79,10.27,7.78,7.59,77.00,9.00,1.00,6.00,4.00,2.00,0.43,1.00,0.00,0.00,0.00
10.00,56.14,24.25,7.86,8.35,7.18,80.00,7.00,1.00,7.00,4.00,2.00,0.43,4.00,36.00,32.00,0.89
10.00,56.81,25.09,8.20,8.94,7.72,81.00,8.00,1.00,7.00,4.00,2.00,0.44,4.00,39.00,38.00,0.97
10.00,54.94,25.18,9.15,8.60,7.77,76.00,14.00,1.00,7.00,4.00,2.00,0.46,4.00,45.00,43.00,0.96
10.00,49.44,23.43,10.81,8.24,7.10,70.00,16.00,1.00,7.00,4.00,2.00,0.47,4.00,46.00,43.00,0.93
49.00,45.67,24.76,11.16,6.78,7.30,90.00,8.00,1.00,6.00,4.00,2.00,0.54,3.00,38.00,31.00,0.82
49.00,42.55,22.12,8.11,6.90,6.93,80.00,7.00,1.00,6.00,2.00,1.00,0.52,3.00,41.00,31.00,0.76
49.00,40.12,22.35,8.86,6.71,7.34,78.00,7.00,1.00,6.00,4.00,1.00,0.56,3.00,44.00,35.00,0.80
49.00,42.11,24.29,9.27,6.80,7.52,85.00,9.00,1.00,6.00,4.00,2.00,0.58,4.00,44.00,39.00,0.89
49.00,44.29,25.39,9.35,7.00,7.28,88.00,9.00,1.00,6.00,4.00,2.00,0.57,3.00,56.00,50.00,0.89
19.00,51.84,25.17,8.51,8.31,7.65,76.00,7.00,1.00,8.00,4.00,1.00,0.49,2.00,0.00,0.00,0.00
19.00,51.92,24.19,7.24,7.85,7.22,78.00,8.00,1.00,8.00,4.00,1.00,0.47,2.00,21.00,11.00,0.52
19.00,43.38,21.86,8.14,6.49,6.08,72.00,9.00,1.00,8.00,4.00,1.00,0.50,2.00,22.00,15.00,0.68
19.00,53.94,26.15,6.92,8.14,7.38,74.00,9.00,1.00,8.00,4.00,1.00,0.48,2.00,25.00,14.00,0.56
19.00,50.75,24.04,8.56,7.44,7.62,77.00,7.00,1.00,8.00,4.00,1.00,0.47,2.00,29.00,18.00,0.62
56.00,42.03,19.74,9.12,5.20,5.37,82.00,5.00,1.00,8.00,4.00,3.00,0.47,1.00,0.00,0.00,0.00
56.00,40.53,18.91,8.27,5.15,4.89,75.00,5.00,1.00,8.00,4.00,3.00,0.47,2.00,14.00,13.00,0.93
56.00,44.25,21.17,7.48,5.93,5.60,80.00,8.00,1.00,7.00,4.00,4.00,0.48,3.00,27.00,23.00,0.85
56.00,37.46,19.12,8.96,5.93,5.43,84.00,9.00,1.00,7.00,4.00,3.00,0.51,2.00,28.00,10.00,0.36
